X,Y,NAME
239705.018100001,884694.728500001,Franklin St @ Granite St
239701.336499996,884707.2786,Franklin St @ West St
247519.7874,884707.583500002,Pleasant St @ Riley Ave
247518.928900003,884715.349399999,Pleasant St @ Raymond St
244581.643299997,884736.836199999,Washington St @ King Ave
239655.541199997,884740.027399998,Granite St @ West St
239611.605300002,884807.2755,Granite St @ West St
240909.059199996,884820.3873,Washington St @ Sherbrooke Ave
240907.036799997,884840.968800001,Washington St @ Robinson Ave
225551.2152,884852.606400002,Opp 20 Washington St - Norwood Line
247495.371799998,884854.318399999,Pleasant St @ Water St
225570.192299999,884858.342399999,20 Washington St - Westwood Line
244002.991800003,884863.220199998,Summer St @ Garfield Ave
225074.258100003,884871.797899999,Xaverian Brothers HS
242240.514700003,884885.9619,Middle St @ Union St
242237.705200002,884892.3356,Middle St @ Union St
244496.983900003,884902.4597,Washington St @ Kensington Rd
225597.456200004,884926.718800001,Washington St @ Marshall St
247554.373199999,884937.693100002,Water St @ Myrtle St
225614.129199997,884940.8378,Washington St opp Marshall St
247477.569700003,884941.532699998,Pleasant St opp Shawmut St
247555.872500002,884957.8594,Water St opp Myrtle St
243969.591899998,884991.764800001,Summer St @ Walnut Ave
242170.601199999,884997.8561,Middle St @ Totnes Ave
240910.295900002,885053.484,Washington St opp West St
242135.555799998,885056.323399998,Middle St @ Kew Rd
247584.363799997,885066.390799999,Water St @ Commercial St
240913.374899998,885072.646400001,Washington St @ West St
248402.266599998,885077.705899999,High St @ Nichols Rd
248382.099399999,885082.221900001,High St opp Nichols Rd
243932.849799998,885090.208799999,Front St @ Sterling St
247841.135700002,885103.428,High St @ Cedar St
248226.065899998,885111.389699999,High St @ Duck Lane
247752.826099999,885131.574099999,High St @ Commercial St
240939.138599999,885158.0777,Washington St @ Montiquot Ave
239378.421300001,885172.654399998,Granite St @ Davis Rd
247443.8156,885193.278,Broad St @ Pleasant St
247433.369900003,885197.644299999,Broad St @ Commercial St
243901.330200002,885203.138500001,Front St @ Glines Ave
244301.939800002,885217.434099998,Washington St @ Broad St
247344.5502,885228.422699999,Broad St opp Shawmut St
247325.709899999,885234.918,Broad St @ Shawmut St
244279.859800003,885237.983199999,Washington St @ Field Ave
242058.504699998,885243.440400001,Middle St @ Marshall St
247247.935500003,885260.494399998,Broad St @ Cottage St
242043.495700002,885270.278200001,Middle St @ Townsend Ave
247161.481399998,885284.879799999,Broad St opp Hillcrest Rd
247142.462,885289.4197,Broad St @ Hillcrest Rd
239416.2434,885318.443700001,S Shore Mall Rd @ Travelers Ins.
246929.938100003,885336.606899999,Broad St @ Madison St
246910.863899998,885341.493900001,Broad St @ Fairmount Ave
246850.995300002,885353.0482,617 Broad St
244157.230800003,885354.479600001,Washington St @ Richmond St
246831.2095,885354.863,Opp 617 Broad St
243880.033699997,885361.747200001,Front St @ Elmwood Pk
241023.228100002,885364.5572,Washington St @ Clark St
246690.3957,885364.7256,Broad St @ Cain Ave
241934.451899998,888328.587099999,South St @ Keating St
240413.452699997,888330.392099999,Granite St @ Packards Lane
242362.0506,888332.274599999,South St opp Main St
242353.741300002,888333.574900001,South St @ Main St
230046.989600003,888334.6928,Neponset Valley Pkwy @ River St
230042.156199999,888339.374899998,Neponset Valley Parkway @ River St
230013.562100001,888345.4375,River St @ Neponset Valley Pkwy
230017.671400003,888357.375300001,River St opp Neponset Valley Pkwy
246197.691699997,888364.272,Bridge St @ Green St
250836.687100001,888372.062600002,Station St - Hingham Depot
246222.463600002,888374.6281,Bridge St @ Neck St
246215.335500002,888377.461800002,Neck St @ Bridge St
226799.783500001,888381.408100002,445 Washington St @ Worthington St.
241141.579700001,888382.165600002,School St opp Gay St
239079.1131,888382.703,Copeland St @ Cross St
246216.527400002,888383.920899998,Neck St @ Bridge St
235541.9023,888385.893,Randolph Ave @ Pleasant St
239061.058200002,888390.216800001,Copeland St @ Cross St
231268.400700003,888395.58,Washington St @ Chittick Rd
235542.2412,888405.8255,Randolph Ave opp Pleasant St
226820.8213,888411.542,450 Washington St
238975.655900002,888418.902199998,Copeland St opp Furnace Ave
238956.477399997,888423.162599999,Copeland St @ Furnace Ave
241263.550099999,888436.473900001,Quincy Ave @ School St
238767.14,888436.712400001,Copeland St opp Badgers Ln
243559.294699997,888437.777800001,Washington St @ Fore River Bridge
238787.393100001,888437.867199998,Copeland St @ Badgers Ln
238643.817900002,888438.878899999,307 Willard St
250769.800099999,888440.767900001,North St @ Otis St
250776.666299999,888443.1611,North St @ Otis St
238640.571099997,888443.8539,Willard St @ Copeland St
231338.330300003,888449.390500002,Washington St @ Garfield Ave
241241.9344,888461.360599998,Hancock St @ Elm st
230623.508500002,888471.160500001,1532 Hyde Park Ave opp Reservation Rd
241229.044399999,888497.663699999,Hancock St @ Hancock Court
230018.045,888498.9824,River St opp Turtle Pond Pkwy
230013.484200001,888500.6877,Turtle Pond Pkwy @ River St
230645.282899998,888509.3554,Hyde Park Ave @ Reservation Rd
246240.736400001,888509.782400001,Neck St opp Lovell St
230007.5277,888519.8211,Turtle Pond Pkwy @ River St
235551.633699998,888749.095400002,Randolph Ave @ Reedsdale Rd
235551.633699998,888749.095400002,Randolph Ave @ Reedsdale Rd
230409.820799999,888752.506700002,River St @ Church St
247258.105499998,888752.676600002,Lincoln St @ Beal St
230791.5,888755.499899998,Hyde Park Ave @ Glenwood Ave
242690.7117,888761.568799999,Washington St @ Southern Artery
229799.105400003,888762.9333,Turtle Pond Pkwy @ Badjo Rink Rd
229799.105400003,888762.9333,Turtle Pond Pkwy opp Badjo Rink Rd
235567.992,888763.855700001,Reedsdale Rd @ Randolph Ave
235564.040299997,888765.016,Reedsdale Rd @ Randolph Ave
251468.682400003,888766.5825,Summer St from Rockland St to Cushing Way (FLAG)
247276.204499997,888767.928100001,Lincoln St opp Beal St
251448.249499999,888768.868299998,Summer St from Cushing Way to Rockland St (FLAG)
246264.931599997,888784.937800001,Neck St opp Great Hill Dr
242609.789700001,888790.742400002,Washington St @ Ring Ave
240601.671300001,888790.8233,Whitwell St @ Deldorf St
240595.197899997,888793.112799998,Whitwell St @ Glendale Rd
235832.109200001,888796.684099998,Pleasant St @ Bailey Ave
247431.371799998,888797.107900001,Lincoln St @ Lincoln Plaza
227054.939900003,888803.0033,Washington St opp Harris St
235402.163900003,888803.451200001,Reedsdale Rd opp Clifton Rd
246273.028099999,888804.756099999,Neck St @ Great Hill Dr
247418.0308,888805.750100002,Lincoln St opp Lincoln Plaza
235845.072300002,888807.643100001,Pleasant St @ Lodge St
235380.465700001,888814.034899998,Reedsdale Rd @ Clifton Rd
242517.494199999,888816.8673,Washington St @ River St
241091.680399999,888818.608199999,1445 Hancock St
242495.651,888822.803300001,Washington St @ Arnold St
240477.484,888833.542199999,Whitwell St opp Maywood Ave
240472.087899998,888835.4879,Whitwell St @ Maywood Ave
239450.002499998,888839.7971,270 Quarry St
242392.724100001,888849.8499,Washington St @ Edison St
242191.5889,888863.173599999,Washington St @ Mill St
242172.403099999,888865.137200002,Washington St @ Glenwood Way
242274.5339,888865.9146,Washington St @ Massachusetts Ave
247660.196599998,888881.140900001,Lincoln St @ Sgt William Terry Dr
238364.621100001,888882.280400001,Willard St @ Rogers St
242072.422600001,888887.085700002,Washington St opp Lowe St
240317.939300001,888889.7982,198 Whitwell St
240317.939300001,888889.7982,197 Whitwell St
242052.295299999,888891.827100001,Washington St @ Lowe St
235960.129,888891.844900001,Pleasant St @ Mathaurs St
231152.043300003,888899.0451,Truman Hwy @ Dana Ave
238355.575199999,888900.193700001,Willard St opp Rogers St
247674.018600002,888903.117800001,349 Lincoln St
248319.374600001,888908.7502,Lincoln St opp USS Amesbury Dr
241032.781099997,888909.5887,Granite St @ Hancock St
248303.055699997,888910.011599999,Lincoln St @ USS Amesbury Dr
249061.103500001,888911.480799999,Lincoln St opp Bulow Rd
248506.163599998,888916.404599998,Lincoln St @ Bradley Woods Dr
248511.670299999,888916.907099999,Lincoln St @ Fottler Rd
241932.712399997,888917.997499999,Washington St @ Pond St
240231.905,888920.609499998,Whitwell St @ Roselin Ave
241917.879900001,888920.7478,Washington St @ Fowler St
232827.126699999,888923.022799999,Blue Hill Ave - Barbara Ln to Valentine Rd (FLAG)
248059.562899999,888927.882599998,319 Lincoln St
248059.4683,888927.887400001,322 Lincoln St
235263.980700001,888928.978700001,Reedsdale Rd @ Meredith Cir
228498.275700003,893661.634399999,Weld St @ Manthorne Rd
227208.671899997,893662.739100002,LaGrange St @ Anderer Ln
231227.654899999,893664.144699998,Washington St @ Archdale Rd
237274.422499999,893664.163199998,Freeport St @ Morrisey Blvd
227864.241300002,893666.4531,310 Corey St
225530.7707,893671.0031,Wiswall Rd @ M Roadway
228681.878399998,893671.015700001,Weld St @ Russet Rd
228515.389899999,893672.568700001,Weld St @ Manthorne Rd
228673.938600004,893674.338199999,Weld St @ Russett Rd
239449.299199998,893675.5176,E Squantum St opp Victory Rd
228903.763499998,893678.966600001,Weld St @ Church St
228922.488600001,893686.706700001,Weld St @ Church St
231526.993199997,893687.385200001,265 Hyde Park Ave opp Eldridge St
227843.674699999,893690.1457,Corey St @ VFW Pkwy
229403.713500001,893691.344900001,Weld St @ Gretter Rd
229413.1906,893692.613699999,Weld St @ Ravenna Rd
233279.615500003,893701.187600002,Morton St @ Canterbury St
237048.6721,893701.849300001,Neponset Ave @ S Monroe Ter
229898.605800003,893703.1142,1437 Centre St opp Ardale St
229334.616599999,893703.658100002,Weld St @ Lantern Ln
221831.724200003,893707.0165,Highland Ave @ Mark Lee Rd
229902.566399999,893707.810699999,Centre St @ Ardale St
237044.8358,893708.134300001,Neponset Ave @ Popes Hill St
236507.356399998,893709.2465,Adams St @ King St
233289.187,893709.5627,Morton St @ Canterbury St
229306.3354,893709.995700002,Weld St @ Burnside Ave
239454.581900001,893715.421399999,E Squantum St @ Victory Rd
233435.968699999,893715.8127,American Legion Hwy opp Kingbird Rd
226202.664800003,893719.5955,Fredette Rd @ Sawmill Brook Pkwy
234447.430699997,893723.2872,Talbot Ave opp Kerwin St
226196.715800002,893724.217,Fredette Rd @ Sawmill Brook Pkwy
227828.364600003,893725.769400001,VFW Pkwy @ Corey St
233458.687200002,893726.5627,American Legion Hwy @ Kingbird Rd
236509.562700003,893730.5174,Adams St @ King St
234424.957500003,893732.085,Talbot Ave @ Kerwin St
221830.819499999,893741.085,Highland Ave @ Avery Sq
229680.277,893741.908100002,Weld St @ Cerdan Ave
229680.277,893741.908100002,Weld St @ Morey St
235306.502800003,893746.112,Washington St @ Melville Ave
229200.174599998,893748.838300001,Weld St @ W Roxbury Pkwy
229769.743799999,893755.351100001,Weld St @ Alward Rd
229182.090499997,893757.040399998,Weld St @ W Roxbury Pkwy
229780.469899997,893757.711100001,Weld St @ Colby Rd
236109.776600003,893767.767299999,Dorchester Ave @ Centre St
229965.405500002,893776.021,Centre St @ Weld St
236114.120700002,893787.074700002,Dorchester Ave @ Centre St
235303.535499997,893791.3101,Washington St @ Wheatland Ave
225623.219899997,893795.535,Wiswall Rd @ Shumaker Path
227649.1558,893816.000399999,Corey St @ Marlin Rd
233968.421599999,893818.1252,Blue Hill Ave opp Health Ctr
226434.680600002,893820.493900001,Spiers Rd @ June Ln
225644.717399999,893825.9597,Wiswall Rd @ O Roadway
231359.443300001,893833.0469,Washington St @ Lochdale Rd
234155.253799997,893838.609200001,Talbot Ave opp Nightingale St
230048.078,893843.376600001,Weld St @ Centre St
230048.078,893843.376600001,Weld St @ Centre St
234136.183399998,893845.902600002,Talbot Ave @ Nightingale St
230047.296700001,893857.375100002,Centre St @ Weld St
226463.223499998,893857.839899998,Spiers Rd @ Dedham St
236921.571699999,893861.819600001,Neponset Ave @ King St
236917.229,893865.954300001,Neponset Ave opp King St
231391.890100002,893874.008499999,Washington St @ Aldwin Rd
230471.486100003,893875.350400001,170 Walter St
230471.486100003,893875.350400001,Opp 174 Walter St
230023.421599999,888520.062800001,River St @ Turtle Pond Pkwy
231434.556599997,888523.3156,Washington St @ Dana Ave
246242.410800003,888528.819600001,Neck St @ Lovell St
243360.163900003,888531.9146,Washington St @ South St
250930.451499999,888535.393100001,Summer St from Cushing Way to Water St (FLAG)
240777.2214,888539.3869,125 Granite St
250942.056299999,888541.3094,Summer St from Water St to Cushing Way (FLAG)
239911.178599998,888541.889199998,Opp 150 Quarry St
239911.178599998,888541.889199998,150 Quarry St
243322.966499999,888543.561500002,Washington St @ Baker Ave
240779.3103,888543.976799998,Opp 125 Granite St
238570.425099999,888550.999400001,Willard St @ Bates Ave
250563.406099997,888560.625,Otis St @ Ship St
250563.406099997,888560.625,Otis St opp Ship St
230921.097199999,888570.1686,Truman Hwy @ Tyler St
243216.004500002,888577.253699999,Washington St @ Cleverly Ct
241196.966600001,888588.702199999,Hancock St @ Walter J Hannon Pkwy
243179.468,888589.166900001,585 Washington St
230136.705799997,888612.205600001,Opposite 1608 River St
226914.104900002,888616.430399999,Washington St @ School St
231560.886699997,888620.605099998,Summit St @ Neponset Ave
243068.978399999,888626.9223,Washington St @ Chubbuck St
238511.547300003,888643.540399998,Willard St opp California Ave
235695.167,888648.4322,Pleasant St @ Reedsdale Rd
246905.246399999,888650.551600002,Bridge St @ Riverway Plaza
246888.878300004,888654.6635,Bridge St opp Riverway Plaza
246231.566,888656.0605,274 Neck St
235698.524400003,888656.406199999,Pleasant St @ Reedsdale Rd
238500.789800003,888660.772100002,Willard St @ California Ave
242905.638899997,888683.621399999,Washington St @ Broadway
242883.590099998,888691.9465,Washington St @ Lebanon St
231645.3332,888698.728500001,Williams St @ Summit St
240839.217900001,888700.494199999,Whitwell St @ Granite St
226960.020599999,888700.497200001,Washington St @ High St
240793.632600002,888726.275699999,Whitwell St @ Dixwell Ave
231026.345700003,888726.748100001,Truman Hwy @ Chittick Rd
230781.594,888733.433,Hyde Park Ave @ Glenwood Ave
242766.954599999,888733.6965,Washington St @ Beacon St
239633.324600004,888736.057700001,Opp. 254 Quarry St
230392.062200002,888739.125100002,Opp 1557 River St
241133.768600002,888743.5361,Hancock St @ Cottage Ave
245904.738799997,886757.0405,North St @ Church St
245904.738799997,886757.0405,North St @ Green St
240831.031199999,886771.858399998,Opp 41 Independence Ave
241951.873400003,886777.965500001,Commercial St @ John Paul Circle
235401.315499999,886789.2053,Randolph Ave opp Hillside St
241910.799599998,886800.3684,Commercial St @ Bower Rd
243539.535599999,886801.726300001,Quincy Ave @ Harbor Villa Ave
243411.400700003,886806.781599998,Hayward St opp Marietta Ave
240823.087499999,886817.483800001,41 Independence Ave
243427.858099997,886818.2159,Hayward St @ Marietta Ave
243517.112,886823.581,Quincy Ave @ Hayward St
226010.3244,886828.495200001,Washington St opp Holiday Inn
235409.724299997,886845.559300002,Randolph Ave @ Hillside St
226017.8565,886848.2097,Washington St @ Holiday Inn
243047.658,886852.299199998,Shaw St @ Dewey Rd
243037.478200004,886870.217599999,Shaw St opp Dewey Rd
235425.521700002,886907.799199998,Randolph Ave @ Hilltop St
245840.5572,886909.758200001,North St @ Abigail Adams Circle
235430.817699999,886926.892499998,Randolph Ave opp Hilltop St
245838.046400003,886927.423799999,North St @ East St
251184.151799999,886927.753400002,Main St @ Firehouse
238796.550899997,886932.2914,Willard St @ St Moritz Ave
250615.6043,886936.701200001,Central St @ Central Jr HS
240802.580700003,886943.62,Independence Ave @ Lurton St
241766.480499998,886949.366,Commercial St @ John Paul Circle
238805.043399997,886951.152899999,Willard St opp St Moritz Ave
240800.0995,886963.559700001,Independence Ave opp Lurton St
241753.8631,886963.996300001,Commercial St opp John Paul Circle
226080.953299999,887012.034200002,Washington St opp Fay Rd
243333.954099998,887014.338399999,Quincy Ave opp Dewey Rd
243320.883900002,887027.935,Quincy Ave @ Dewey Rd
240649.986400001,887055.766600002,Quincy Adams Busway - Red Line
241569.553300001,887098.886500001,Franklin St @ Penns Hill Rd
240775.413199998,887102.972399998,Independence Ave @ Verchild St
241550.511200003,887103.939,Franklin St opp Penns Hill Rd
251171.037199996,887119.591400001,Main St @ Playground
238878.915100001,887121.7163,710 Willard St
240773.861699998,887123.0145,Independence Ave opp Verchild St
241445.516099997,887137.541499998,Franklin St @ Viden Rd
238887.886,887143.047,Opp 710 Willard St
245819.578699999,887143.493500002,North St @ Colasanti Rd
241419.338500001,887147.272500001,Franklin St @ HooverAve
242903.872299999,887155.738699999,Shaw St @ Quintree Mall
240368.624700002,887160.421,Centre St @ Crown Colony Dr
250581.597400002,887161.550799999,Central St @ Garrison Rd
239998.034100004,888111.074900001,Copeland St @ Granite St
239991.225,888111.759199999,Copeland St @ Granite St
235537.038099997,888117.070500001,Randolph Ave @ Access Rd
229419.140799999,888120.875399999,River St @ Ernest Ave
240975.999899998,888121.508,Franklin St @ Guild St
239846.866800003,888126.2467,35 Copeland St
229445.752499998,888127.526,River St @ Solaris Rd
239827.738600001,888128.125300001,38 Copeland St
235537.536300004,888137.561099999,Randolph Ave @ Reed St
239664.412799999,888146.814599998,Copeland St @ Buckley St
226649.839900002,888147.513900001,Washington St @ Richards St
239644.348399997,888149.0403,Copeland St opp Buckley St
229680.843500003,888149.249899998,River St @ Vallaro Rd
229703.266800001,888152.122299999,River St opp Vallaro Rd
226653.002700001,888152.569699999,Washington St @ Metcalf St
244630.517499998,888153.920299999,Bridge St opp Evans St
244602.76,888155.290600002,Bridge St @ Evans St
245601.224799998,888155.890900001,Sea St opp Pearl St
244790.559100002,888156.670699999,Bridge St @ Sherwood Rd
244790.559100002,888156.670699999,Bridge St opp Sherwood Rd
244531.525300004,888159.011599999,Bridge St @ Bluff Rd
244523.445500001,888159.454599999,Bridge St opp Bluff Rd
241593.667499997,888160.714,Quincy Ave @ Blanchard Rd
241587.757100001,888165.022500001,Quincy Ave @ Scammell St
244903.2755,888165.494800001,Bridge St opp Birchbrow Ave
244923.155299999,888167.075199999,Bridge St @ Birchbrow Ave
245578.705499999,888167.3891,Sea St @ Pearl St
244998.241499998,888173.157900002,Bridge St @ Bartlett St
230207.2478,888173.691300001,Readville St opp Waterloo St
245010.248099998,888174.043,Bridge St @ Princeton Ave
245054.587399997,888178.038400002,Bridge St @ Bayview St
230208.979099996,888180.635200001,Readville St @ Waterloo St
245137.903700002,888184.659899998,309 Bridge Street
230375.042300001,888185.391399998,Neponset Valley Pkwy @ Westighouse Ind Park
245193.893399999,888190.086,Bridge St @ Fairlawn Ave
245217.815899998,888192.3259,Bridge St @ Pratt Ave
239386.348800004,888195.4835,165 Copeland St
231008.548100002,888198.975499999,Washington St @ Needham Rd
239368.167099997,888199.824700002,Copeland St @ Centre St
245316.8957,888201.428800002,Bridge St @ Standish St
245327.051,888202.348900001,Bridge St @ Newton St
245517.632700004,888203.301199999,Sea St @ Bridge St
226686.605599999,888205.834,525 Washington St opp Marion St
244377.623499997,888212.687800001,Bridge St @ Monatiquot St
244377.623499997,888212.687800001,Bridge St opp Monatiquot St
243173.658299997,888217.692499999,South St @ Cleverly Ct
229838.484200001,888224.062800001,River St @ Norton St
250524.462700002,888230.135200001,North St @ South St
229857.252700001,888237.1987,1799 River St opp Norton St
241709.258199997,888240.684900001,Scammell St @ Martensen St
231065.838,888242.571600001,Washington St @ Faraday St
242591.148100004,888243.4694,South St @ Southern Artery
242591.148100004,888243.4694,South St @ Southern Artery
241476.551399998,888256.3618,Quincy Ave opp Water St
241458.678400002,888272.069800001,Quincy Ave @ Water St
241757.692699999,888272.7458,Scammell St @ Dysart St
242101.763099998,888272.931699999,South St opp Winthrop Pk
242121.834100001,888276.4723,South St @ Winthrop Pk
245683.106,888277.961100001,Bridge St opp Blackstone Rd
245706.57,888280.7753,Bridge St @ Blackstone Rd
230568.412600003,888289.784299999,1587 Hyde Park Ave
230568.412600003,888289.784299999,Opp 1575 Hyde Park Ave
250650.234099999,888294.5627,North St opp Station St
245894.464199997,888305.910500001,Bridge St @ North St
245915.2786,888308.6076,Bridge St @ North St
242471.1263,888311.726799998,South St @ Arnold St
239227.865199998,888315.5145,Copeland St @ Furnace Brook Pwky
241035.6347,888316.928399999,School St @ Phipps St
242452.033299997,888317.064,South St opp Arnold St
231165.747900002,888317.7859,Washington St @ Woodglen Rd
241957.173,888319.1668,South St opp Keating St
241868.251400001,888319.725900002,Scammell St @ Mary St
246024.936399996,888321.876899999,Bridge St opp Lovell St
239209.6822,888324.2282,Copeland St @ Furnace Brook Pkwy
240419.3763,888324.381499998,Granite St @ Packards Lane
246044.955799997,888324.782400001,Bridge St @ Lovell St
241002.048,889131.844700001,1250 Hancock St
244013.4208,889132.167800002,Palmer St @ Taffrail Rd
230449.124600001,889136.937800001,River St @ Reservation Rd
232227.540700004,889145.091899998,Summit St @ Metropolitan Ave
230453.233900003,889150.124899998,River St @ Reservation Rd
244204.352300003,889154.809599999,Taffrail Rd @ Bicknell St
231820.7333,889156.335200001,Highland St @ Albion St
230448.807899997,889157.650699999,Reservation Rd @ River St
244221.285300002,889160.911400001,Bicknell St @ Binnacle Lane
240769.683200002,889161.439100001,Burgin Pkwy @ Quincy Center Station
230445.716,889162.908100002,Reservation Rd @ River St
238287.047799997,889184.3281,Robertson St @ Quarry St
240831.872199997,889185.197900001,Quincy Center Bus Station
240831.872199997,889185.197900001,Quincy Center Bus Station
240831.872199997,889185.197900001,Quincy Center Bus Station
240831.872199997,889185.197900001,Quincy Center Bus Station
240831.872199997,889185.197900001,Quincy Center Bus Station
231523.6241,889190.801800001,Beacon St @ Fairmount Ave
231893.630400002,889191.8992,Milton Ave @ Highland St
238297.8288,889200.142,Robertson St @ Quarry St
231489.952,889201.819400001,Fairmount Ave @ Truman Hwy
241502.250399999,889203.201,McGrath Hwy @ Brackett St
231485.116599999,889208.096799999,Fairmount Ave @ Truman Hwy
241512.214900002,889221.377700001,McGrath Hwy opp Brackett St
230521.854199998,889232.813900001,River St @ Winslow St
230526.070900001,889237.684700001,River St @ Adams St
246352.135700002,889242.844700001,Neck St @ Regatta Rd
246352.135700002,889242.844700001,Neck St opp Regatta Rd
239194.568800002,889249.215100002,Common St @ Hilltop St
247725.981899999,889253.8279,Hingham Shipyard @ Loop
238346.327100001,889270.521600001,Robertson St @ Ballou St
236935.790799998,889272.751400001,Opp 80 Edgehill Rd
229777.030900002,889275.0002,Turtle Pond Pkwy @ Alwin St
238351.7808,889279.518,Robertson St @ Connell St
239795.229,889280.2491,Adams St @ Grenwold Rd
236950.195799999,889284.817600001,80 Edgehill Rd
244114.569799997,889287.877,Bicknell St @ Yardarm Ln
239829.922,889296.520500001,Adams st @ Whitwell St
241256.311899997,889299.428599998,Coddington St @ Quincy YMCA
230360.312,889299.499899998,Reservation Rd @ Thompson St
230360.312,889299.499899998,229 Reservation Rd opp Thompson St
234958.686899997,889300.4289,184 Reedsdale Rd
241268.500100002,889310.3323,Coddington St @ Quincy High School
229540.110699996,889311.246199999,Alwin St @ Leighton Rd
250084.310699999,889311.5057,154 Otis St
250084.310699999,889311.5057,Opp 154 Otis St
229534.437100001,889311.6875,Alwin St opp Leighton Rd
227527.537,889319.522399999,Washington St @ Incinerator Rd
227353.374300003,889319.647300001,Dedham Mall @ Old Navy
229698.519500002,889324.249299999,Alwin St @ Stonehill Rd
229790.3182,889328.820599999,Turtle Pond Pkwy @ Alwin St
239191.454899997,889333.160500001,Adams St @ Furnace Brook Pkwy
249306.406099997,889333.312899999,Downer Ave opp Planters Field Ln
229740.392499998,889336.4991,Alwin St @ Turtle Pond Pkwy
234928.744,889337.184799999,opp 182 Reedsdale Rd @ MIlton Hospital
231720.130099997,889343.148200002,Beacon St @ Albion St
232098.3367,889346.089400001,Metropolitan Ave @ Highland St
244038.017200001,889367.133499999,Palmer St @ Shed St
244034.4626,889372.2458,375 Palmer St
231373.136699997,889376.069699999,Fairmount Ave opp Nott St
230215.343199998,889376.7885,Reservation Rd @ Brainard St
241605.541100003,889380.195700001,McGrath Hwy opp Southern Artery
249328.379199997,889383.036200002,Downer Ave @ Planters Field Ln
230196.5339,889383.606,272 Reservation Rd opp Brainard St
239070.471600004,889393.477200001,Adams St @ Adams Plaza
246452.788400002,889393.764199998,River St opp Fort Point Rd
238428.497599997,889398.397500001,77 Robertson St
239056.325,889399.428800002,529 Adams St
246471.011600003,889400.486499999,River St @ Fort Point Rd
238432.469899997,889404.519200001,Robertson St opp Ellis St
229424.624799997,889405.875,Alwin St @ Dedham Pkwy
234877.9771,889406.166499998,Reedsdale Rd @ Canton Ave
229420.310699999,889410.469700001,Alwin St @ Dedham Pkwy
229278.4529,889417.312600002,84 Georgetowne Pl
234870.421499997,889417.467399999,Reedsdale Rd @ Academy Lane
232037.6184,889425.267099999,Metropolitan Ave @ Norris Rd
231000.9498,889430.2619,Hyde Park Ave @ Pingree St
227645.495499998,889432.164700001,106 Washington St (on bridge)
244022.862899996,889438.634799998,Palmer St @ Snug Harbor Community School
231003.249899998,889448.749899998,Hyde Park Ave @ Oak Street
237138.390100002,889448.906100001,Edgehill Rd opp Westvale Rd
238925.048699997,889452.605500001,Adams St @ Reservoir Rd
238464.969099998,889454.377799999,Robertson St @ Kimball St
238919.960600004,889454.68,Adams St @ Alrick Rd
230686.7544,889458.01,River St @ Radford Pl
230690.515199997,889460.625300001,River St @ Perkins Ave
237154.427100003,889462.0207,Edgehill Rd @ Westvale Rd
246657.499399997,889466.547,River St @ Back River Rd
238475.952100001,889471.189599998,Robertson St opp Kimball St
246678.863899998,889474.522399999,River St @ Parnell St
249950.5779,889482.516800001,Otis St @ Governor Long Rd
249950.5779,889482.516800001,Otis St opp Governor Long Rd
229863.003899999,889483.151,Opp 302 Turtle Pond Pkwy
229863.003899999,889483.151,302 Turtle Pond Pkwy
238812.7293,889500.460200001,Adams St opp White St
229447.899899997,889503.863,Dedham Pkwy opp Georgetowne Dr
238794.663699999,889508.857500002,Adams St @ White St
244008.778800003,889510.287799999,333 Palmer St
240742.091799997,889515.4241,Hancock St @ Greenleaf St
246808.119599998,889518.388,River St opp Prospect Hill Dr
229454.606200002,889522.313200001,Dedham Pkwy @ Georgetowne Dr
246826.794600002,889525.373100001,River St @ Prospect Hill Dr
229405.417,889528.346900001,Georgetowne Dr @ Georgetowne Pl
231956.2619,889529.686099999,Beacon St @ Metropolitan Ave
240732.0832,889533.2883,Hancock St opp Greenleaf St
230893.552299999,889536.636700001,Gordon Ave @ River St
237262.258400001,889541.265799999,Edgehill Rd @ Cedar Rd
241508.035300002,889545.5374,Coddington St @ Southern Artery
230997.908699997,889548.697700001,River St @ Hyde Park Ave
230997.908699997,889548.697700001,River St @ Hyde Park Ave
241512.506800003,889551.082,Coddington St @ Southern Artery
231257.439400002,889551.713599999,River St @ Fairmount Ave
234764.575800002,889559.555199999,Reedsdale Rd @ Walnut St
237310.503200002,889560.853700001,Edgehill Rd @ Otis St
238674.813699998,889561.5911,Adams St @ Campbell St
238664.911899999,889566.095199998,Adams St @ Greenview St
234752.728699997,889575.1195,Reedsdale Rd @ Walnut St
243873.686499998,889577.2755,Palmer St @ Bowes Ave
231255.618900001,889577.759599999,River St @ Central Ave
249438.317299999,889585.244399998,Downer Ave @ Grove Ave
243850.978,889587.007800002,Palmer St opp Bowes Ave
233967.874799997,893879.625100002,Blue Hill Ave @ Harvard St
233539.911200002,893885.369800001,opp 150 American Legion Hwy
228152.5,893912.9859,650 VFW Pkwy
236589.296899997,893924.562800001,Adams St @ Elmdale St
236144.4375,893926.124899998,Dorchester Ave @ Dix St
228146.718400002,893936.437600002,Opp 650 VFW Pkwy
236148.042199999,893943.347,1621 Dorchester Ave opp Dix St
233998.234300002,893951.500100002,Blue Hill Ave @ Talbot Ave
236596.728799999,893961.8213,Adams St @ Centre St
235286.172399998,893968.248199999,Washington St @ Park St
233990.948700003,893980.950599998,Blue Hill Ave @ Angell St
230159.738200001,893983.029300001,Centre St opp Buchanan Rd
